text	label
@phraim definitely white picket, lol. man, this apocolyptic weather is not to be effed with. global warming? el ni•_Ðo?	Y
Time magazine claims 'Global Warming Makes Blizzards Worse': http://bit.ly/bnapE2	Y
Big surprise, the GOP is wrong on global warming - it may actually intensify snow storms and hurricanes http://bit.ly/cLl6li (h/t @kombiz )	Y
RT @CBSTopNewsRSS: Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML (via @TheNewsBlotter)	Y
RT @JMAlderete: TreeHugger: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media http://bit.ly/bimHCU	N
RT @MulchTMC: Confused about climate change? There's an app for that. http://bit.ly/cEFQOF	Y
RT @mmaction RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	Y
MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his own show on the ... http://bit.ly/bGSlzJ	Y
#accuracy #tcot MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his ... http://bit.ly/bGSlzJ	N
RT @EmpressCGC: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media (Video) http://bit.ly/9LyKDH (via @TreeHugger)	Y
RT @JasonMattera    another day of shoveling my car out of snow, another day of global warming	N
Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz	N
Tory candidates trained by rightwing group that bad mouths NHS, dismisses global warming & backs waterboarding http://bit.ly/9xKLkd	N
Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz	N
another day of shoveling my car out of snow, another day of global warming	Y
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	Y
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	Y
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	Y
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x	Y
Global climate change makes blizzards *more* likely -- for now: http://www.time.com/time/health/article/0,8599,1962294,00.html	Y
How Global Warming Makes Blizzards Worse http://goo.gl/5UL1	Y
Global Warming: Climate Scientists Investigate Lost Heat: A new article in 'Science' explores the mystery of the g... http://bit.ly/b7cAt9	Y
New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ	N
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas	N
How climate change = more snowstorms: http://j.mp/cEMCAi	Y
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN	Y
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN	Y
RT @mmaction Snowstorms Do Not Disprove #Climate Change http://bit.ly/d2ohLB #snowmageddon	Y
More snow in DC.  The whole area has been buried in what appears to be a case of global warming.	N
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdts	N
RT @JamesAllenShow According to MSNBC, Global Warming causes blizzards http://bit.ly/cfn8jl	Y
@mmfa  not honest? Shocking! RT @keder    Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ	N
Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ	N
I specifically learned in school, winter disproves summer RT @ChrisHarrisKS Snowstorms dont disprove Climate Change http://bit.ly/dfi3es #p2	Y
RT @kathrynlopez    a climate change on climate change http://tinyurl.com/yeyljlc	N
RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	Y
Um, how 'bout global warming...RT @FamousDC: Who To Blame for All This Snow? http://bit.ly/9Vvimp	Y
RT @mmaction: Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	Y
Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot	Y
Sign up for the next Earthscan Earthcast: Climate Change and Business Success, 2/23/2010, 12:00 (EST) http://ow.ly/15TZB	Y
Ratigan: Climate scientists predictions right... These #snowpocalypses are bc of global warming. http://bit.ly/acIIGz	Y
RT @timrote @kate_sheppard @worldresources: Reading - D.C. snowstorm: How #global warming makes blizzards worse (@TIME) http://bit.ly/aOTK6S	Y
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon /via @Noreen1	Y
WaPo: Senate offers some hope for legislation to combat climate change http://is.gd/83eKc	Y
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon	Y
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg	N
RT @MilesGrant: RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' in Vancouver? http://ow.ly/15S0O #climate	Y
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg	Y
RT @newsbusters: RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house	N
RT @mattyglesias Freak weather events causing massive disruption convince congress that climate change isn't a problem: http://bit.ly/9ifxtg	N
"@washingtonpost Editorial: ""Senate Offers Some Hope for Legislation to Combat Climate Change"" http://is.gd/85qr9 #cejapa #clear"	Y
RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house	N
Need a cozy place to survive the #snomegeddon? FOR RENT: Snowfort in #DC http://bit.ly/bHQa2J #snoverkill (but beware #climate change)	Y
"@JNIX_LA This is why as soon as they patented HAARP, the ""global-warming"" conspiracy started. Plus, I saw our NAVY talking about it on paper"	N
RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' about to kick off in Vancouver? http://ow.ly/15S0O #climate	Y
@welovedc Sadly, Chuck Norris might also use this blizzard to deny climate change and even push NWO conspiracies: http://is.gd/85go2	Y
RT @ClarksonUniv: NASA Grant will enable Clarkson & NYSERDA to Improve Climate Change Education in New York State http://bit.ly/9M4Hji	Y
Well that takes care of the global warming agenda for the year. They'll have to hire some new guys to go back and rewrite the record books.	N
RT @redostoneage The Missing Heat #global warming #climate change #green #eco http://bit.ly/9ZNyEt #tcot #p2 #climategate	N
"@1kevgriff it's nature's way os saying ""Global warming my a$$!"""	N
I already knew this (as I'm sure most of my FB buds out there do too), but newsflash to all #climate #change doubters: http://trunc.it/5d2f0	Y
RT @rorycooper  Seriously? Reaching. RT @Drudge_Report TIME MAG: How Global Warming Makes Blizzards Worse http://drudge.tw/9oXiLZ	Y
Cost of global warming shutting down the federal government in DC for #snOMG2 per day- $100 million. Sounds like an argument for cap & trade	Y
Seriously? Libs really reaching. Ha! RT @Drudge_Report TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ	N
Wash Post editorial: Senate offers some hope for legislation to combat #climate change http://bit.ly/afXhpx	Y
"""D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME"" ( http://bit.ly/9sMGXj ) It's snowing because it's so warm? Cahmaaahn."	N
This is a talk that needs to happen! RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ	Y
RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep enough snow falling on DC to keep Congress in recess.	N
@nikkibama This global warming will be on the ground until March	N
"RT @NWF: BudBurst volunteers needed: to look for ""ten most wanted"" plants to assess clues to climate change: http://bit.ly/bdlpVW"	Y
Climate-change legislation dying under record DC snowfall http://bit.ly/9ifxtg	N
The List: Who's Willing to Act on Climate Change - What's the most-watched web page by the international climate ch... http://ow.ly/16xLy3	Y
Are you engaging climate change sceptics in rational discussion - which is what science is about? Or giving fruitcakes a field-day?	Y
Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate	N
NOAA Releases Wealth of Climate Change Data to Public (via my6sense) http://tinyurl.com/yjuj5a5	Y
Food Research International: The food cold-chain and climate change http://bit.ly/8YEMsH (abstract)	Y
Like climate change, the risks/rewards of geoeng are unequally distributed, but geoeng can be done relatively easily, cheaply, and quickly.	Y
The question isn't whether a country will think the risks of geoeng (to them) are outweighed by global warming, but when and how we respond.	Y
EdDriscoll: RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep' http://goo.gl/fb/YTii	N
17. Moral authority - do we have the rt. to do this? Takeaway: geo-eng has a LOT OF RISKS (then again, so does runaway climate change). :(	Y
RT @newsbusters: Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa	Y
Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa	Y
RT @Mommy4Cocktails:RT @JimDeMint:going 2 keep snowing in DC til Al Gore cries uncle/Weather Channel says freaky snow IS b/c global warming	N
Brilliant: Vagina Monologues Creator Tells Palin to Look at 'Earthquakes & Tsunamis' for Global Warming Proof http://is.gd/83mbc #fail #tcot	Y
RT @balmeras  RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN	Y
RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN	Y
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ	Y
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ	Y
Shannon L. Goessling: Taking EPA global warming rules to court: http://bit.ly/bDDhHk	N
RT @dailykos: Climate Change Skeptics Discredited http://bit.ly/bWsUBZ	Y
RT @washdcnews: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p	N
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p	N
RT @TheMRC: @MSNBC's @DylanRatigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl	Y
Fed gov't closed for 3 days in a row. That's 3 days of them not messing with our freedom. Thank you, global warming!	Y
My love burns hotter for your than the global warming that is killing the earth. #DemVDaycards	Y
[@ClimateProgress] Energy and Global Warming News for February 9: Ford to unveil electric Transit Connect van today http://ow.ly/16xv8a	Y
#Climate change = mother of all financial risks. So why are coal co's still not paying the true costs of their business? http://ow.ly/1onySr	Y
Irony?  Headline on Drudge - Senate global warming hearing cancelled... http://bit.ly/9iHiVZ #tcot	N
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate	Y
RT @mmfa Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #climate #green	Y
@owillis Problem is, somebody called it global warming instead if what it is, climate change. Of course, the (cont) http://tl.gd/81kse	N
RT @wonkroom: RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB	Y
RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB	Y
RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB	N
RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB	Y
Brain Freeze: Conservative media still using winter weather to attack  global warming http://dlvr.it/1bfT	Y
RT @owillis: RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2	N
RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2 #noisemachine #climate	Y
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate	Y
Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate	Y
RT @JosieDC Due to snow of course RT @Drudge_Report Senate global warming hearing cancelled http://drudge.tw/dyAWzC //that's horrible! lmao	N
RT @jmac82 Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC // lol	N
Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC	N
so, is it human abuse that results in another horror story like #ashtag..(hello, global warming!?...and will we ever stop?) what do u think?	Y
"Come to ""Disclosures of Climate Change Impacts"" Monday, February 22 from 12:00 pm to 1:30 pm. Over the past 10... http://bit.ly/aXyu7x"	Y
In the middle of day at least 8 days of Snowmageddon, Obama Administration pushing new agency to study Global Warming. Seriously.	N
Todays sci lesson: Warm air holds more moisture, hits cold air == #snowmageddon. So yes, blizzards are sign of global warming.	Y
Our 'watchdog press' enabled the global warming hoax: http://bit.ly/b6LKba	N
TQM, anthropogenic global warming, and some terrific and informative resources on the topic combine for a... http://bit.ly/bsTYFN	Y
http://bit.ly/9rtbvm Huffpost - Wash Times owned&operated by morons--global climate change is based fact-detracters claim snow undemines it	Y
@collegepolitico They like to have it both ways. If it were sunny and 70 now, they'd blame it on global warming.	N
Sen. Inhofe's Family Builds Igloo for Global Warming Spokesman Al Gore in Snow-laden D.C. http://ow.ly/16xlOZ	N
New and improved site: http://www.adventures-in-climate-change.com/ Check it out!!	Y
LOL! > RT @BowlMeOverVa Sen. Inhofe's Family Builds Igloo 4 Global Warming guy Al Gore in Snow-laden D.C. - http://tinyurl.com/ydjmzd3 #tcot	N
RT @washdcnews: GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn	N
What does disprove it is dishonest scientists -> RT @briandevine @andrewbreitbart I bet you think snow disproves climate change. Idiot	Y
Indigenous People take over mining firm in the wake of Climate Change conference http://bit.ly/9io10Y by @indigenous_news	Y
@andrewbreitbart I bet you think snow disproves climate change. Idiot	Y
Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec	N
@DylanRatigan You should have just let it go with the snowstorm/global warming stuff.  You're better than that, IMO	N
Seriously, how is this helping to get people to work against climate change? http://bit.ly/bdEr0I	Y
"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle"""	N
RT @MikeRwithCRC: Climate change activist proponent Ian Katz complains that global warming debate has fallen apart.  http://bit.ly/bcEzBs	Y
Snowmageddon' in DC and we still can't see global warming/weirding at work. Theologians call it 'willful blindness.' http://bit.ly/aK8oAG	Y
"Clearly the #snowmageddon is disproving global warming RT @JimDeMint It's going to keep snowing in DC until Al Gore cries ""uncle"""	N
Obama should appoint himself director of new Global Warming Agency--he would be pre-eminently qualified, he blows a lot of hot teleprompter.	Y
How much time before a clever politician will claim this cold weather proves there•_Çs no global warming? Tip: ask your science advisor first.	N
U.S. Climate Change Portal Could Birth Entirely New Industries:  At long last, we can access the government's clim... http://bit.ly/ckuIf8	Y
One Million Women' a Starting Point on #Climate Change http://bit.ly/cBcsCa	Y
Spontaneous Human Combustion [SHC]:Since every human body has electrical field & flammable gases, global warming cud ignite these gases.	Y
African Farmers Urged to Innovate to Offset Climate Change: Source: Bloomberg - Africa's failure to embrace modern... http://bit.ly/aym1Uc	Y
#fb Goddammit, folks, blizzards don't negate climate change. The science isn't debating this. Climate change is real. End of story.	Y
@ClaireForman Climate change is still real. I can't believe people still debate this. Scientists don't.	Y
Transit bills fight climate change http://bit.ly/99fGgK	Y
Geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare, but worse. Why? (cont'd)	Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl	Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgTm	Y
Interested in how the US Fish and Wildlife Service (@USFWSHQ) is addressing #climate change and fish/wildlife? http://bit.ly/imALM #science	Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming (Video) http://is.gd/818dp #tcot #snOMG	Y
Researchers study how #climate change chases #fish from streams | Great Lakes Echo http://bit.ly/bRVMlT #habitat #science	Y
U.S. Climate Change Portal Could Birth Entirely New Industries | http://bit.ly/b7lBwM	Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://bit.ly/943TCj	Y
RT @ecopolitologist: Communicating #Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/drvGoh	Y
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people	N
RT @climatedebate: Climate change aids invasive plants:  http://bit.ly/bbH0U7	Y
New federal #climate change agency forming: http://ow.ly/15rAF	Y
"Invasive News: Climate change aids invasive plants - UPI.com: UPI.comClimate change aids invasive plantsUPI.com""Ou... http://bit.ly/b9H1T8"	Y
RT @mattyglesias Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people	N
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people	N
I am amused that NOAA has created an office on global warming & the announcement set for yesterday was disrupted due to, uh, blizzards.	N
Climate change movement dead? http://bit.ly/9clxKG	N
Hot Air Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has... http://bit.ly/cDoUf1	Y
Ten reasons why examining climate change policy through an ethical lens is a practical imperative http://bit.ly/bDd1pp	Y
Pres Obama wants to create a new federal office for global warming. // How do we stop this before it's started?? #tcot	N
Climate change will mk the world more fragrant, as warming temperatures mk plants release more chems http://bit.ly/dw6wQq (via @bbcscitech)	Y
New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/bOOrLk #climategate	Y
Sir David King: Half Right on the IPCC and Global Warming Policies, Despite Bad Logic http://bit.ly/blSiI2	Y
"""Snow means that global warming isn't real"" -- how to respond:  http://post.ly/MtI0"	N
And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen	N
RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2	Y
Weather apparently only relevant when global warming is supported. http://bit.ly/bmnKp6	N
RT @FederalLobbyist: CLIMATE CHANGE? Blizzrd Rearranges Announcement of Feds New Global Warming Office! http://bit.ly/cjiqDh Have to grin!	N
No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.	Y
"RT @usnoaagov: Com. Sec. Locke: ""NOAA Climate Service will help tackle head-on the challenges of mitigating and adapting to climate change."""	Y
RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79	N
10 to 20 inches for D.C. region Tuesday into Wednesday? Stop the global warming! http://ow.ly/15hyn #Snowpocalypse @KEder @wikipublius	Y
"Hah hah! RT @mvaughn25: Too funny, govt had to delay announcing new ""Global Warming Office"" due to DC blizzard http://bit.ly/bTKA9x"	N
"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process"	N
RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN	N
Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming	N
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot	Y
RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov	Y
RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4	Y
Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...	Y
@notlarrysabato and RFK Jr was tlkibg last yr about how global warming has made DC metro snowless.	Y
"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)"	Y
Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme	N
I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20	N
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ	Y
NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW	Y
Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!	Y
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0	Y
The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate	N
[...] and Reduce Greenhouse Gas Emissions  That Cause Global Warming Until Unemployment Drops Below Specified Level for Full Year	Y
RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm	Y
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ	Y
2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P	N
Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR	N
RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up	Y
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L	N
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ	Y
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz	Y
RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr	Y
UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN)	Y
RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg	N
Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)	Y
Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse	Y
And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g	N
@raygrantdotcom You know, a theory of global warming effect is that North Atlantic actually cools as polar ice melts, cutting of Gulf Stream	Y
Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?	Y
"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html"	Y
Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade	N
@brytupper And we have another 10-20 inches of it on the way. We are running out of room to put our global warming!	N
Really more snow?! Damn global warming - the pandas! what about the pandas!	N
RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig	N
@freddoso - great piece - RFK, Jr. 15 months ago: Global warming means no snow or cold in DC  http://bit.ly/aeTiCg #tcot #teaparty #sgp	N
"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot"	N
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama'	Y
"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist"	N
@_Kaitie_  Team Paling GLOBAL WARMInG DOES NOT EXIST	N
"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat."""	Y
NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov	Y
@ewerickson FWIW the idea of a national climate service started under Bush and it has nothing to do with global warming.	Y
RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......	Y
@washpost NOAA reorganization would provide more info on global warming: http://bit.ly/agqiIf #ocean #climate #acidification	Y
@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.	N
Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.	N
Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN	N
RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.	Y
I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!	Y
"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth"""	Y
New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4	Y
RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.	Y
"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense."	Y
To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.	Y
@dcseth I'm sure you're a decent human, but if youre trying to make climate change political, hard for me to respect any of your opinions.	Y
RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.	Y
RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.	Y
Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.	Y
@DavidCornDC Another DC snowstorm? Where's the global warming?	N
Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!	Y
RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw	Y
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz	Y
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz	Y
@dcseth oh good god don't tell me you're a climate change denier too	Y
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!	Y
Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw	Y
Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc	Y
Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G	Y
With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn	Y
Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot	Y
Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK	Y
Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7	Y
China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j	Y
"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase."	Y
RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready	Y
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius	Y
"@bmorehousehoney that's why the science community has pushed so hard for the term ""Climate Change"" - warming is misleading..."	Y
Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG	Y
@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail	N
@jmac82 Exactly, Justin. Just saw Fox 5 say we'll be getting up to 10 inches of global warming on Tuesday. Damn it!	N
Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994	Y
Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!	N
Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9	Y
"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!"	Y
just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.	Y
@ScottJW Where is that global warming when we need it?	N
